"Crude.Oil"	"Rapeseed"	"Biodiesel"
"2010-09-24"	0.163428654486689	0.260611021638628	0.0664091584701767
"2010-10-01"	0.208329683476973	0.247248385217971	0.0613060085996553
"2010-10-08"	0.205140199192348	0.273324326926684	0.0656707537055903
"2010-10-15"	0.188602763028675	0.264244845627294	0.0806091273379366
"2010-10-22"	0.194018921381579	0.25946138725805	0.0730643685401118
"2010-10-29"	0.207482606201659	0.280176016161338	0.0754441726580746
"2010-11-05"	0.275954333595168	0.304601917171424	0.0700267143639026
"2010-11-12"	0.289779780155012	0.336236713303045	0.0962139372527231
"2010-11-19"	0.281976500966291	0.310592520989178	0.100589744111517
"2010-11-26"	0.336160927732961	0.347597578058969	0.114612567914183
"2010-12-03"	0.3982755537822	0.41122608168306	0.119406708410239
"2010-12-10"	0.400294223812284	0.455279316633864	0.112045840921031
"2010-12-17"	0.409921835208843	0.460108955833655	0.161121285289711
"2010-12-24"	0.43687795888634	0.489363481805429	0.167467404538503
"2010-12-31"	0.414560475273868	0.490130135204188	0.173180446185692
"2011-01-07"	0.424944181342147	0.494794522233036	0.1754338763229
"2011-01-14"	0.436740399729213	0.500356302237246	0.192489549185247
"2011-01-21"	0.402409740233941	0.516167726784102	0.203369203974018
"2011-01-28"	0.408068281275595	0.479890373753281	0.193610537580894
"2011-02-04"	0.41569812182876	0.477224677264575	0.180080789842989
"2011-02-11"	0.41200389962574	0.449490939349128	0.21073293724358
"2011-02-18"	0.39936067827065	0.407567518300492	0.186731958801573
"2011-02-25"	0.464160955531425	0.393451558693736	0.195781809220485
"2011-03-04"	0.464825981331183	0.451061118519034	0.201829008524852
"2011-03-11"	0.440002236058886	0.386551057100196	0.224479489161835
"2011-03-18"	0.428810990293975	0.402654903424275	0.22115829141323
"2011-03-25"	0.439569265339894	0.448407542705807	0.248350077313145
"2011-04-01"	0.440647928040233	0.428170008468189	0.231632750799574
"2011-04-08"	0.480815086851679	0.411803222401348	0.268080817207655
"2011-04-15"	0.45486263029615	0.376986187972197	0.276658872767086
"2011-04-22"	0.448104135615004	0.377602655028415	0.248802077137285
"2011-04-29"	0.458607964020239	0.380629658312905	0.261413654820144
"2011-05-06"	0.380900188484338	0.375933787979308	0.264522020255463
"2011-05-13"	0.543975748056398	0.44580611648908	0.308219748637395
"2011-05-20"	0.518460884683531	0.489553637031784	0.301594757445563
"2011-05-27"	0.511642354485937	0.540011854314052	0.289409604116854
"2011-06-03"	0.481517332440566	0.483512226693278	0.289709986537851
"2011-06-10"	0.506885768710442	0.467709807033995	0.28468327704851
"2011-06-17"	0.46213038858335	0.447407721377624	0.295016356901525
"2011-06-24"	0.395574263780101	0.417674538894377	0.291419172961721
"2011-07-01"	0.408347580578895	0.405368989353592	0.261855857405993
"2011-07-08"	0.481273447943661	0.454370611368119	0.274865331591023
"2011-07-15"	0.48649461538545	0.446202065868902	0.273412733087128
"2011-07-22"	0.467736250736905	0.455667415133179	0.27276925126678
"2011-07-29"	0.446491385118131	0.447528870134154	0.266686051936586
"2011-08-05"	0.397776328643483	0.383212780668543	0.258034158757077
"2011-08-12"	0.384623696476299	0.362752826704066	0.260740046697354
"2011-08-19"	0.404173310141029	0.35846304431874	0.261493376319669
"2011-08-26"	0.435891020083374	0.363388492061735	0.273941865614113
"2011-09-02"	0.481262096788073	0.406368313558987	0.276044477036007
"2011-09-09"	0.518433243626862	0.431416316893351	0.273720915013892
"2011-09-16"	0.529435057270701	0.415157885671075	0.268544624828851
"2011-09-23"	0.47939137747074	0.398330630850782	0.272076128289162
"2011-09-30"	0.460331421870307	0.388638164955708	0.261899081279889
"2011-10-07"	0.477636924918881	0.387664964606741	0.256746588146864
"2011-10-14"	0.534997969468855	0.38472396094953	0.268282278252553
"2011-10-21"	0.498307737765353	0.381396542964223	0.232175934239473
"2011-10-28"	0.48634140241537	0.40376084954871	0.246727738903707
"2011-11-04"	0.542833278417186	0.381201327382144	0.256070474132342
"2011-11-11"	0.572725431087266	0.370028609368922	0.242496744203105
"2011-11-18"	0.544129450119472	0.356030505039589	0.253444614541764
"2011-11-25"	0.557763409239946	0.332902882980123	0.256656368314874
"2011-12-02"	0.585738510076574	0.35047516046333	0.239070959599172
"2011-12-09"	0.572381222260312	0.356213417824862	0.247920619041129
"2011-12-16"	0.559765405779957	0.347703841978006	0.251090695242416
"2011-12-23"	0.598338569341426	0.36720106062685	0.259851987368211
"2011-12-30"	0.574711312640608	0.368455234471775	0.25712571706508
"2012-01-06"	0.627365897127632	0.382898222256359	0.254075344536719
"2012-01-13"	0.604094798689078	0.382156340285137	0.262493725721614
"2012-01-20"	0.572635743243564	0.376438821976238	0.264405296221652
"2012-01-27"	0.563960087734786	0.395379188916011	0.267004897045771
"2012-02-03"	0.595605263856229	0.393371782348223	0.263532523428628
"2012-02-10"	0.606350366073367	0.382110919134087	0.264964558824192
"2012-02-17"	0.621033149413179	0.393506639693553	0.266067846348113
"2012-02-24"	0.617786287303522	0.379372020516321	0.274433519724552
"2012-03-02"	0.604603678478068	0.408732936816445	0.268417069233625
"2012-03-09"	0.619986624681522	0.425337672124698	0.264796497491445
"2012-03-16"	0.606044840304107	0.455398150448486	0.262960439032192
"2012-03-23"	0.580708110007626	0.445794216675528	0.26350619162206
"2012-03-30"	0.545937266787819	0.444713382909719	0.259537482469841
"2012-04-06"	0.547266622695205	0.465901635848338	0.261086436881625
"2012-04-13"	0.525916813092712	0.44237521551113	0.274442130890801
"2012-04-20"	0.489098148351017	0.441116457091842	0.264398233895401
"2012-04-27"	0.517385140313917	0.481423167139044	0.277170914248478
